Price,GLD,SLV,COPX
Ticker,GLD,SLV,COPX
Date,,,
2010-04-20,111.45999908447266,17.479999542236328,32.046085357666016
2010-04-21,112.30999755859375,17.770000457763672,31.54399299621582
2010-04-22,111.83999633789062,17.639999389648438,31.36935806274414
2010-04-23,113.19000244140625,17.90999984741211,31.478511810302734
2010-04-26,112.75,17.93000030517578,31.958757400512695
2010-04-27,114.62999725341797,17.8799991607666,30.365198135375977
2010-04-28,114.30999755859375,17.75,30.430673599243164
2010-04-29,114.27999877929688,18.139999389648438,30.45250701904297
2010-04-30,115.36000061035156,18.260000228881836,29.732133865356445
2010-05-03,115.7300033569336,18.420000076293945,29.295534133911133
2010-05-04,114.87000274658203,17.59000015258789,27.41817283630371
2010-05-05,115.08999633789062,17.110000610351562,26.91609001159668
2010-05-06,118.48999786376953,17.31999969482422,25.62813377380371
2010-05-07,118.2699966430664,18.0,25.562641143798828
2010-05-10,117.56999969482422,18.110000610351562,27.680130004882812
2010-05-11,120.66000366210938,18.950000762939453,27.287195205688477
2010-05-12,121.4000015258789,19.1200008392334,27.549152374267578
2010-05-13,120.55999755859375,18.989999771118164,27.745620727539062
2010-05-14,120.37000274658203,18.93000030517578,26.654132843017578
2010-05-17,119.36000061035156,18.530000686645508,25.540815353393555
2010-05-18,119.48999786376953,18.56999969482422,24.90775489807129
2010-05-19,116.62999725341797,17.8700008392334,24.07822036743164
2010-05-20,115.83999633789062,17.350000381469727,22.790266036987305
2010-05-21,115.22000122070312,17.290000915527344,24.165538787841797
2010-05-24,116.83999633789062,17.559999465942383,24.07822036743164
2010-05-25,117.36000061035156,17.540000915527344,23.75077247619629
2010-05-26,118.47000122070312,17.739999771118164,24.558475494384766
2010-05-27,118.69000244140625,18.1200008392334,26.217538833618164
2010-05-28,118.87999725341797,18.030000686645508,25.649965286254883
2010-06-01,119.91000366210938,18.020000457763672,25.257028579711914
2010-06-02,119.77999877929688,17.979999542236328,25.62813377380371
2010-06-03,117.95999908447266,17.639999389648438,25.191539764404297
2010-06-04,119.19000244140625,17.049999237060547,23.663455963134766
2010-06-07,121.48999786376953,17.809999465942383,22.833927154541016
2010-06-08,121.0,17.889999389648438,23.445158004760742
2010-06-09,120.55999755859375,17.760000228881836,23.554302215576172
2010-06-10,118.97000122070312,17.860000610351562,24.90775489807129
2010-06-11,120.01000213623047,17.850000381469727,24.885923385620117
2010-06-14,119.5999984741211,17.860000610351562,25.759109497070312
2010-06-15,120.98999786376953,18.190000534057617,26.086557388305664
2010-06-16,120.33000183105469,18.079999923706055,26.15205192565918
2010-06-17,121.9000015258789,18.329999923706055,25.693622589111328
2010-06-18,122.83000183105469,18.75,25.890092849731445
2010-06-21,120.38999938964844,18.329999923706055,26.326690673828125
2010-06-22,121.44999694824219,18.420000076293945,25.649965286254883
2010-06-23,120.94999694824219,18.18000030517578,25.497156143188477
2010-06-24,121.30000305175781,18.260000228881836,25.497156143188477
2010-06-25,122.76000213623047,18.670000076293945,24.995065689086914
2010-06-28,121.08999633789062,18.3799991607666,24.885923385620117
2010-06-29,121.2699966430664,18.1299991607666,23.357837677001953
2010-06-30,121.68000030517578,18.209999084472656,22.68111801147461
2010-07-01,117.04000091552734,17.440000534057617,22.68111801147461
2010-07-02,118.48999786376953,17.459999084472656,22.94307518005371
2010-07-06,116.51000213623047,17.399999618530273,23.161373138427734
2010-07-07,117.7300033569336,17.649999618530273,24.383834838867188
2010-07-08,117.20999908447266,17.610000610351562,24.362010955810547
2010-07-09,118.36000061035156,17.729999542236328,25.38800621032715
2010-07-12,117.33999633789062,17.6200008392334,25.475326538085938
2010-07-13,118.36000061035156,17.81999969482422,25.999242782592773
2010-07-14,118.30000305175781,17.959999084472656,25.62813377380371
2010-07-15,118.2300033569336,17.950000762939453,25.235200881958008
2010-07-16,116.66999816894531,17.489999771118164,24.798606872558594
2010-07-19,115.7300033569336,17.270000457763672,24.798606872558594
2010-07-20,116.6500015258789,17.329999923706055,25.802772521972656
2010-07-21,115.8499984741211,17.309999465942383,26.195701599121094
2010-07-22,116.86000061035156,17.709999084472656,27.287195205688477
2010-07-23,116.08999633789062,17.719999313354492,27.614641189575195
2010-07-26,115.5199966430664,17.780000686645508,27.942092895507812
